id,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,category,ts
9813c156-01fa-4d9f-8d12-c4631e3d918e,438.955861,903.148802,976.010897,89.025334,675.825299,812.356332,964.231907,30.152374,B,1670000000
a2910328-b012-4b58-ba44-f84c20b1a53f,842.277633,272.578499,66.921554,389.593735,827.429705,345.23677,939.049081,918.533579,D,1670000001
a8bee969-3376-4116-9194-5a5059364c5f,564.487087,910.978358,957.041777,725.074678,360.975045,655.514111,280.16585,861.87658,D,1670000002
c49b3b8d-0268-4cac-8204-d1583567f136,64.826519,719.14179,240.07452,984.246487,463.794262,3.021133,741.814307,549.904111,B,1670000003
f37c0429-1714-403d-91f9-fdabd15279ec,511.956517,350.207492,318.400386,567.958136,714.301674,143.796959,826.936644,862.286914,B,1670000004
6e3687a3-10ac-44a1-a2a1-766ae3bbd94b,355.187494,497.283752,670.900946,122.995333,864.158834,364.416286,848.440394,331.765279,B,1670000005
653de9ed-dd3e-464d-b207-92afe981ea5c,912.059314,591.924381,802.178244,132.720355,124.563182,869.540895,986.823925,459.831973,B,1670000006
d48fe074-d810-4af7-8c23-0e6c7b165a70,990.107995,773.637152,174.483005,163.297511,144.249625,290.048499,65.305191,237.356834,A,1670000007
cf094c1e-88a1-432a-b655-7cbc0e2e08c0,106.002077,366.906841,437.457574,444.971535,353.880563,17.898767,200.385375,612.707268,C,1670000008
0302ba1e-00d4-49de-8a1d-1805e6c60365,375.620943,650.952376,320.533026,858.984951,435.01623,933.378181,518.446207,971.018416,C,1670000009
5a6b8616-fcb7-4fdd-b6f0-7aa4b6a9e329,82.508311,496.78416,191.079194,365.475705,590.128114,354.327385,705.857454,56.001421,A,1670000010
19e1671f-e566-4652-b185-0df87d4bf1b3,955.63279,850.303385,430.462908,745.658368,549.06285,310.706296,64.669883,257.616701,B,1670000011
b0c9db90-26be-4259-b2a3-d97ad94ddf09,557.576752,854.375151,477.950669,589.085814,769.683085,684.022496,773.300308,351.132848,D,1670000012
49aa0f54-67e6-4ea2-adfa-e12e48834849,142.306917,78.245437,778.330482,54.181235,687.960134,330.666847,415.637347,282.565219,C,1670000013
1a0436aa-e265-4f63-9577-5b4535046299,123.747438,214.014126,687.88093,524.183891,256.262821,508.112398,456.684253,685.24679,B,1670000014
39c6098a-8a89-463a-bfa3-79616d7d89c3,259.709052,895.657877,472.807069,18.527997,919.94738,132.499621,335.887494,721.25081,D,1670000015
61fd981e-aeed-4bdb-ab76-6bda4361bee7,793.503709,320.390589,426.205861,869.498333,955.888064,465.218235,479.799269,557.535523,A,1670000016
